idEntrada;acessoOnline;statusSaida;paginaSaida;avaliacao.r;dataHoraEntrada;dataHoraSaida;dataHoraErro;tempoAcesso;codigo;erro
297;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:04;464.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
298;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:58;78.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
299;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;243.00;500;"""CLIENTE NAO CADASTRADO"""
300;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;390.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
301;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;154.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
302;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;150.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
303;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;127.00;500;"""INTERNAL SERVER ERROR"""
304;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;114.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
305;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;188.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
306;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;280.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
307;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:57;0.00;500;"""CLIENTE NAO CADASTRADO"""
308;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;265.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
309;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;388.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
310;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:04;485.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
311;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;396.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
312;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;331.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
313;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:56;33.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
314;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;168.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
315;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;198.00;500;"""INTERNAL SERVER ERROR"""
316;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;324.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
317;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;227.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
318;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;89.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
319;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;442.00;500;"""INTERNAL SERVER ERROR"""
320;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;349.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
321;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;268.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
322;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;386.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
323;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:56;79.00;500;"""CLIENTE NAO CADASTRADO"""
324;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;319.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
325;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;177.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
326;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;322.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
327;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;233.00;500;"""INTERNAL SERVER ERROR"""
328;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;316.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
329;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;400.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
330;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;241.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
331;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;362.00;500;"""CLIENTE NAO CADASTRADO"""
332;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;97.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
333;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;153.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
334;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;422.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
335;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;285.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
336;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:57;0.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
337;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;76.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
338;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;216.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
339;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;344.00;500;"""INTERNAL SERVER ERROR"""
340;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;228.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
341;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;315.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
342;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;355.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
343;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:04;441.00;500;"""CLIENTE NAO CADASTRADO"""
344;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;247.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
345;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;234.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
346;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;30.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
347;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;252.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
348;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;171.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
349;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;123.00;500;"""CLIENTE NAO CADASTRADO"""
350;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;218.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
351;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;362.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
352;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:57;1.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
353;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;189.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
354;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;254.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
355;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;133.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
356;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;280.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
357;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;289.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
358;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;236.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
359;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:56;18/05/2021 17:55;0.00;500;"""CHAVE PIX INCORRETA"""
360;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:06;18/05/2021 18:05;549.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
361;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;215.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
362;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;318.00;500;"""INTERNAL SERVER ERROR"""
363;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;273.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
364;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;363.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
365;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;338.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
366;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;215.00;500;"""CLIENTE NAO CADASTRADO"""
367;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;285.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
368;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;127.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
369;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;343.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
370;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;185.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
371;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:06;18/05/2021 18:05;530.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
372;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;42.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
373;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;184.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
374;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;339.00;500;"""CHAVE PIX INCORRETA"""
375;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;301.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
376;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;169.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
377;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;120.00;500;"""INTERNAL SERVER ERROR"""
378;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;257.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
379;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;238.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
380;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:56;25.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
381;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;244.00;500;"""CLIENTE NAO CADASTRADO"""
382;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;263.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
383;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;261.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
384;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;113.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
385;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;297.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
386;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:04;405.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
387;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;295.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
388;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;104.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
389;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;188.00;500;"""INTERNAL SERVER ERROR"""
390;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;282.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
391;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;162.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
392;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:56;0.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
393;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;346.00;500;"""CLIENTE NAO CADASTRADO"""
394;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;140.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
395;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;171.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
396;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:04;420.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
397;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;147.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
398;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;341.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
399;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;89.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
400;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;197.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
401;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;231.00;500;"""CHAVE PIX INCORRETA"""
402;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;100.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
403;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;164.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
404;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;237.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
405;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;320.00;500;"""INTERNAL SERVER ERROR"""
406;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:56;42.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
407;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;198.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
408;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;331.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
409;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;175.00;500;"""CLIENTE NAO CADASTRADO"""
410;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;267.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
411;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;299.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
412;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;272.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
413;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;318.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
414;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;225.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
415;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;190.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
416;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:56;18/05/2021 17:55;0.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
417;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;229.00;500;"""CHAVE PIX INCORRETA"""
418;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;292.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
419;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;304.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
420;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;173.00;500;"""INTERNAL SERVER ERROR"""
421;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:04;454.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
422;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;274.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
423;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;255.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
424;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;393.00;500;"""CLIENTE NAO CADASTRADO"""
425;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;154.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
426;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;186.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
427;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:06;18/05/2021 18:05;528.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
428;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;241.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
429;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;436.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
430;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;67.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
431;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;217.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
432;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;285.00;500;"""CHAVE PIX INCORRETA"""
433;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;276.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
434;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;119.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
435;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;242.00;500;"""INTERNAL SERVER ERROR"""
436;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;111.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
437;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:03;326.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
438;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;370.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
439;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:56;0.00;500;"""CLIENTE NAO CADASTRADO"""
440;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;388.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
441;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;91.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
442;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;295.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
443;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;319.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
